,Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),p_uncor
0,1,-6,-22,40,3.392662286758423,109,0.00036620487055040045
1,2,-11,-27,47,3.195310592651367,31,0.0007307889885305333
